aX,aY,aZ,gX,gY,gZ
-0.565,-2.691,-9.256,0.874,0.874,0.874
-0.704,-3.443,-9.443,0.117,0.117,0.117
-0.575,-3.429,-9.026,1.088,1.088,1.088
-0.627,-3.500,-9.290,1.088,1.088,1.088
-0.541,-3.146,-9.170,-1.885,-1.885,-1.885
-0.512,-2.605,-9.898,-3.614,-3.614,-3.614
-0.421,-2.509,-9.754,-1.962,-1.962,-1.962
-0.321,-2.954,-8.691,0.991,0.991,0.991
-0.397,-3.620,-8.519,-0.447,-0.447,-0.447
-0.397,-3.620,-8.519,-0.447,-0.447,-0.447
-0.694,-3.601,-9.553,-5.809,-5.809,-5.809
-0.694,-3.601,-9.553,-5.809,-5.809,-5.809
-0.699,-2.753,-9.831,-4.177,-4.177,-4.177
-0.555,-2.615,-9.510,1.069,1.069,1.069
-0.345,-2.672,-8.782,4.974,4.974,4.974
-0.134,-3.069,-8.112,4.760,4.760,4.760
-0.134,-3.069,-8.112,4.760,4.760,4.760
-0.345,-3.462,-8.274,-0.136,-0.136,-0.136
-0.364,-3.208,-9.203,-0.214,-0.214,-0.214
-0.364,-3.208,-9.203,-0.214,-0.214,-0.214
0.038,-2.567,-8.897,1.515,1.515,1.515
0.072,-2.830,-8.725,-0.097,-0.097,-0.097
0.048,-3.582,-8.231,1.049,1.049,1.049
-0.029,-3.199,-8.725,1.710,1.710,1.710
0.187,-3.041,-9.242,0.525,0.525,0.525
0.187,-3.041,-9.242,0.525,0.525,0.525
0.986,-2.749,-7.719,1.010,1.010,1.010
0.986,-2.749,-7.719,1.010,1.010,1.010
0.781,-2.653,-7.891,-0.058,-0.058,-0.058
0.915,-2.820,-9.189,-1.399,-1.399,-1.399
0.733,-3.591,-9.045,0.058,0.058,0.058
0.733,-3.591,-9.045,0.058,0.058,0.058
0.527,-3.654,-8.844,3.750,3.750,3.750
0.986,-3.280,-8.734,2.759,2.759,2.759
1.269,-3.845,-8.227,2.817,2.817,2.817
1.269,-3.845,-8.227,2.817,2.817,2.817

11.904,-6.910,-8.729,13.367,13.367,13.367
14.136,-6.833,-9.036,18.748,18.748,18.748
18.144,-6.977,-9.232,31.571,31.571,31.571
21.251,-8.054,-8.931,49.484,49.484,49.484
21.251,-8.054,-8.931,49.484,49.484,49.484
23.995,-9.701,-5.971,61.297,61.297,61.297
24.196,-12.316,7.930,44.258,44.258,44.258
22.137,-11.473,14.892,-13.639,-13.639,-13.639
19.140,-8.720,17.148,-70.661,-70.661,-70.661
18.728,-2.974,11.947,-78.102,-78.102,-78.102
15.855,3.156,3.970,-38.313,-38.313,-38.313
2.591,-9.156,0.407,5.459,5.459,5.459
-21.290,-21.534,-0.215,22.343,22.343,22.343
-21.290,-21.534,-0.215,22.343,22.343,22.343
-23.262,-12.771,-1.283,7.830,7.830,7.830
-23.976,-6.608,-5.526,-38.021,-38.021,-38.021
-24.378,-4.765,-14.887,-33.980,-33.980,-33.980
-24.163,-12.512,-11.612,-11.832,-11.832,-11.832
-24.163,-12.512,-11.612,-11.832,-11.832,-11.832
-11.057,-9.371,-7.925,-6.606,-6.606,-6.606
-4.650,-3.314,-7.973,-11.715,-11.715,-11.715
-1.652,-0.388,-7.867,-11.521,-11.521,-11.521
-2.136,-3.117,-9.596,-18.030,-18.030,-18.030
-2.136,-3.117,-9.596,-18.030,-18.030,-18.030
0.230,-5.018,-8.911,0.602,0.602,0.602
0.872,-4.664,-8.672,-5.401,-5.401,-5.401
0.699,-3.548,-9.931,-19.292,-19.292,-19.292
0.192,-4.176,-10.621,-18.632,-18.632,-18.632
-0.335,-5.363,-10.875,-4.255,-4.255,-4.255
-0.220,-5.377,-9.304,4.235,4.235,4.235
0.455,-4.903,-6.742,2.506,2.506,2.506
